lat_suburb,long_suburb,suburb,region,state
-33.4,151.41667,Holgate,Gosford Shire,New South Wales
-32.9,151.59167,Holmesville,Lake Macquarie Shire,New South Wales
-33.98333,150.96667,Holsworthy,Liverpool,New South Wales
-19.65921,147.41232,Home Hill,Burdekin,Queensland
-35.11667,137.65,Honiton,Yorke Peninsula,South Australia
-34.83333,138.7,Hope Valley,Tea Tree Gully,South Australia
-37.88264,144.7003,Hoppers Crossing,Wyndham,Victoria
-33.70244,151.09931,Hornsby,Hornsby Shire,New South Wales
-33.6713,151.09428,Hornsby Heights,Hornsby Shire,New South Wales
-36.71131,142.19981,Horsham,Horsham,Victoria
-33.84322,150.84889,Horsley Park,Fairfield,New South Wales
-35.97918,146.62514,Howlong,Corowa Shire,New South Wales
-42.88728,147.40554,Howrah,Clarence,Tasmania
-20.84399,144.20035,Hughenden,Flinders,Queensland
-43.03124,147.04813,Huonville,Huon Valley,Tasmania
-27.59715,152.97432,Inala,Brisbane,Queensland
-18.64552,146.16248,Ingham,Hinchinbrook,Queensland
-34.83333,138.63333,Ingle Farm,Salisbury,South Australia
-34,150.86667,Ingleburn,Campbelltown Municipality,New South Wales
-33.68462,151.26354,Ingleside,Pittwater,New South Wales
-27.70728,140.73697,Innamincka,nil,South Australia
-17.52209,146.03102,Innisfail,Cassowary Coast,Queensland
-29.77403,151.11166,Inverell,Inverell,New South Wales
-41.39167,147.13056,Invermay,Launceston,Tasmania
-27.77992,153.36153,Jacobs Well,Gold Coast,Queensland
-34.64745,150.77464,Jamberoo,Kiama,New South Wales
-33.20531,138.60503,Jamestown,Northern Areas,South Australia
-33.22605,151.41684,Jilliby,Wyong Shire,New South Wales
-36.41623,148.62505,Jindabyne,Snowy River,New South Wales
-35.95474,146.88852,Jindera,Greater Hume Shire,New South Wales
-31.74445,115.76835,Joondalup,Joondalup,Western Australia
-38.13636,145.29684,Junction Village,Casey,Victoria
-34.86819,147.58273,Junee,Junee,New South Wales
-30.30591,115.03825,Jurien Bay,Dandaragan,Western Australia
-33.96495,137.71634,Kadina,Copper Coast,South Australia
-27.7105,114.16505,Kalbarri,Northampton Shire,Western Australia
-35.21814,149.10516,Kaleen,Australian Capital Territory,Australian Capital Territory
-30.74614,121.4742,Kalgoorlie,Kalgoorlie/Boulder,Western Australia
-37.81667,145.36667,Kalorama,Yarra Ranges,Victoria
-32.85772,149.96832,Kandos,Mid-Western Regional,New South Wales
-36.8,144.25,Kangaroo Flat,Greater Bendigo,Victoria
-34.73806,150.53657,Kangaroo Valley,Shoalhaven Shire,New South Wales
-33.253,151.4911,Kanwal,Wyong Shire,New South Wales
-34.33871,138.91644,Kapunda,Light,South Australia
-20.73765,116.84629,Karratha,Roebourne,Western Australia
-33.68787,117.5584,Katanning,Katanning,Western Australia
-14.46517,132.26347,Katherine,Katherine,Northern Territory
-33.71977,150.30739,Katoomba,Blue Mountains Municipality,New South Wales
-37.7371,144.8283,Kealba,Brimbank,Victoria
-37.71667,144.83333,Keilor,Brimbank,Victoria
-37.69997,144.80332,Keilor Lodge,Brimbank,Victoria
-36.0991,140.35315,Keith,Tatiara,South Australia
-32.12434,116.0259,Kelmscott,Armadale,Western Australia
-33.41667,149.6,Kelso,Bathurst Regional,New South Wales
-31.07898,152.83093,Kempsey,Kempsey,New South Wales
-31.63295,152.70393,Kendall,Port Macquarie-Hastings,New South Wales
-34.48213,117.62533,Kendenup,Plantagenet Shire,Western Australia
-27.5042,152.93183,Kenmore Hills,Brisbane,Queensland
-36.78333,144.3,Kennington,Greater Bendigo,Victoria
-33.65527,151.00503,Kenthurst,The Hills Shire,New South Wales
-32.03333,115.96667,Kenwick,Gosnells,Western Australia
-43.12623,147.24641,Kettering,Kingborough,Tasmania
-31.97886,115.95159,Kewdale,Belmont,Western Australia
-37.99116,145.17385,Keysborough,Greater Dandenong,Victoria
-34.66828,150.85219,Kiama,Kiama,New South Wales
-33.76604,151.16213,Killara,Ku-ring-gai,New South Wales
-33.77451,151.22028,Killarney Heights,Warringah,New South Wales
-26.53994,151.8373,Kingaroy,South Burnett,Queensland
-33.16834,151.55305,Kingfisher Shores,Wyong Shire,New South Wales
-37.46667,145.23333,Kinglake West,Murrindindi,Victoria
-28.25983,153.57816,Kingscliff,Tweed,New South Wales
-35.6559,137.6393,Kingscote,Kangaroo Island,South Australia
-34.23333,140.35,Kingston,Loxton Waikerie,South Australia
-42.97638,147.30351,Kingston,Kingborough,Tasmania
-33.76651,150.7144,Kingswood Park,Penrith Municipality,New South Wales
-31.71868,115.73839,Kinross,Joondalup,Western Australia
-33.8305,117.15946,Kojonup,Kojonup,Western Australia
-38.19941,145.49081,Koo-Wee-Rup,Cardinia,Victoria
-33.5547,139.46805,Koomooloo,nil,South Australia
-34.50212,150.80855,Koonawarra,Wollongong,New South Wales
-31.05857,151.0535,Kootingal,Tamworth Municipality,New South Wales
-15.77813,128.74414,Kununurra,Wyndham-East Kimberley,Western Australia
-16.81978,145.63818,Kuranda,Tablelands,Queensland
-34.01088,151.20512,Kurnell,Sutherland Shire,New South Wales
-32.81933,151.47908,Kurri Kurri,Cessnock,New South Wales
-37.67587,144.5969,Kurunjang,Melton,Victoria
-32.23013,115.78128,Kwinana,Kwinana,Western Australia
-36.31335,145.05035,Kyabram,Campaspe,Victoria
-28.62075,153.00482,Kyogle,Kyogle,New South Wales
-35.16667,147.38333,Lake Albert,Wagga Wagga,New South Wales
-33.29868,146.37386,Lake Cargelligo,Lachlan,New South Wales
-37.54993,143.8473,Lake Wendouree,Ballarat North,Victoria
-32.47754,115.75573,Lakelands,Mandurah,Western Australia
-37.88115,147.98103,Lakes Entrance,East Gippsland,Victoria
-35.29596,139.03591,Langhorne Creek,Alexandrina,South Australia
-38.16667,145.16667,Langwarrin,Frankston,Victoria
-38.19868,145.18068,Langwarrin South,Mornington Peninsula,Victoria
-38.02388,144.40617,Lara,Greater Geelong,Victoria
-32.7,151.6,Largs,Maitland Municipality,New South Wales
-28.65162,153.11077,Larnook,Lismore Municipality,New South Wales
-12.45527,130.83172,Larrakeyah,Darwin,Northern Territory
-41.24641,146.42458,Latrobe,Latrobe,Tasmania
-42.91364,147.48747,Lauderdale,Clarence,Tasmania
-41.43876,147.13467,Launceston,Launceston,Tasmania
-37.78058,145.56834,Launching Place,Yarra Ranges,Victoria
-37.86201,144.76979,Laverton,Hobsons Bay,Victoria
-36.05,146.93333,Lavington,Albury Municipality,New South Wales
-33.72064,150.42975,Lawson,Blue Mountains Municipality,New South Wales
-12.36667,130.9,Leanyer,Darwin,Northern Territory
-34.55105,146.40483,Leeton,Leeton,New South Wales
-38.19001,144.46825,Leopold,Greater Geelong,Victoria
-34.05,150.83333,Leumeah,Campbelltown Municipality,New South Wales
-33.71667,150.33333,Leura,Blue Mountains Municipality,New South Wales
-34.60449,138.59125,Lewiston,Mallala,South Australia
-33.86436,151.0397,Lidcombe,Auburn,New South Wales
-29.42743,147.97865,Lightning Ridge,Walgett,New South Wales
-37.75,145.35,Lilydale,Yarra Ranges,Victoria
-42.84837,147.36192,Lindisfarne,Clarence,Tasmania
-33.38333,151.36667,Lisarow,Gosford Shire,New South Wales
-28.81354,153.2773,Lismore,Lismore Municipality,New South Wales
-33.48247,150.13631,Lithgow,Lithgow,New South Wales
-35.05,138.85,Little Hampton,Mount Barker,South Australia
-33.24066,151.37006,Little Jilliby,Wyong Shire,New South Wales
-26.78436,153.09218,Little Mountain,Sunshine Coast,Queensland
-37.96667,144.5,Little River,Wyndham,Victoria
-34.90455,138.87477,Lobethal,Adelaide Hills,South Australia
-34.04467,151.04646,Loftus,Sutherland Shire,New South Wales
-27.72414,153.09002,Logan Reserve,Logan,Queensland
-36.74305,144.25788,Long Gully,Greater Bendigo,Victoria
-41.60512,147.11887,Longford,Northern Midlands,Tasmania
-33.83116,151.1662,Longueville,Lane Cove,New South Wales
-34.28333,140.43333,Loveday,Berri and Barmera,South Australia
-28.04751,153.24572,Lower Beechmont,Gold Coast,Queensland
-31.58333,116.11667,Lower Chittering,Chittering,Western Australia
-34.95778,117.93833,Lower King,Albany,Western Australia
-34.4502,140.56908,Loxton,Loxton Waikerie,South Australia
-33.8785,150.68863,Luddenham,Liverpool,New South Wales
-12.42032,130.85506,Ludmilla,Darwin,Northern Territory
-33.98267,151.04184,Lugarno,Hurstville,New South Wales
-42.83475,147.31152,Lutana,Glenorchy,Tasmania
-38.05588,145.25615,Lynbrook,Casey,Victoria
-34.60124,138.89094,Lyndoch,Barossa,South Australia
-37.93333,145.3,Lysterfield,Yarra Ranges,Victoria
-35.40885,149.12696,Macarthur,Australian Capital Territory,Australian Capital Territory
-35.17182,138.83589,Macclesfield,Mount Barker,South Australia
-37.88333,145.48333,Macclesfield,Yarra Ranges,Victoria
-21.15345,149.16554,Mackay,Mackay,Queensland
-30.7078,152.92029,Macksville,Nambucca Shire,New South Wales
-29.4581,153.19753,Maclean,Clarence Valley,New South Wales
-33.49663,151.42215,Macmasters Beach,Gosford Shire,New South Wales
-35.25126,149.06363,Macquarie,Australian Capital Territory,Australian Capital Territory
-33.775,151.11248,Macquarie Park,Ryde,New South Wales
-32.05,115.98333,Maddington,Gosnells,Western Australia
-19.15514,146.8485,Magnetic Island,Townsville,Queensland
-31.95187,116.02764,Maida Vale,Kalamunda,Western Australia
-34.37386,137.67333,Maitland,Yorke Peninsula,South Australia
-34.4374,138.50987,Mallala,Mallala,South Australia
-32.5269,115.7217,Mandurah,Mandurah,Western Australia
-27.24349,153.02384,Mango Hill,Moreton Bay,Queensland
-30.74748,150.71974,Manilla,Tamworth Municipality,New South Wales
-34.24122,116.14564,Manjimup,Manjimup,Western Australia
-27.47382,153.16641,Manly West,Brisbane,Queensland
-34.91529,139.30325,Mannum,Mid Murray,South Australia
-37.052,146.08846,Mansfield,Mansfield,Victoria
-16.995,145.42323,Mareeba,Tablelands,Queensland
-33.9536,115.07391,Margaret River,Augusta-Margaret River Shire,Western Australia
-43.02814,147.26256,Margate,Kingborough,Tasmania
-37.78333,144.88333,Maribyrnong,Maribyrnong,Victoria
-35.01667,138.56667,Marion,Marion,South Australia
-25.54073,152.70493,Maryborough,Fraser Coast,Queensland
-37.04562,143.73923,Maryborough,Central Goldfields,Victoria
-33.95,151.23333,Matraville,Randwick,New South Wales
-41.3876,147.13052,Mayfield,Launceston,Tasmania
-32.89195,151.72711,Mayfield West,Newcastle,New South Wales
-38.34972,144.92806,McCrae,Mornington Peninsula,Victoria
-35.21895,138.54326,McLaren Vale,Onkaparinga,South Australia
-12.55397,131.11165,McMinns Lagoon,Litchfield,Northern Territory
-35.18021,138.7625,Meadows,Mount Barker,South Australia
-32.23333,115.78333,Medina,Kwinana,Western Australia
-32.7415,151.8676,Medowie,Port Stephens Shire,New South Wales
-37.70773,144.57493,Melton South,Melton,Victoria
-37.67852,144.56883,Melton West,Melton,Victoria
-28.18333,116.73333,Melville,Yalgoo,Western Australia
-34.01667,151.01667,Menai,Sutherland Shire,New South Wales
-35.68841,139.33856,Meningie,The Coorong,South Australia
-36.88901,149.90961,Merimbula,Bega Valley,New South Wales
-37.60075,145.09555,Mernda,Whittlesea,Victoria
-31.48094,118.27448,Merredin,Merredin,Western Australia
-38.38333,145.08333,Merricks,Mornington Peninsula,Victoria
-32.13922,150.35562,Merriwa,Upper Hunter Shire,New South Wales
-31.85,116.01667,Middle Swan,Swan,Western Australia
-31.9,116,Midland,Swan,Western Australia
-34.18551,142.16251,Mildura,Mildura Shire,Victoria
-37.66667,145.06667,Mill Park,Whittlesea,Victoria
-20.74168,116.81731,Millars Well,Roebourne,Western Australia
-37.75527,145.65347,Millgrove,Yarra Ranges,Victoria
-37.59389,140.34947,Millicent,Wattle Range,South Australia
-33.44601,149.18539,Millthorpe,Blayney,New South Wales
-35.31644,150.4361,Milton,Shoalhaven Shire,New South Wales
-34.45002,150.44572,Mittagong,Wingecarribee,New South Wales
-36.1136,144.75648,Moama,Murray Shire,New South Wales
-34.83333,138.68333,Modbury,Tea Tree Gully,South Australia
-38.17828,146.26099,Moe,Latrobe,Victoria
-27.58333,152.86667,Moggill,Brisbane,Queensland
-33.09233,148.87002,Molong,Cabonne,New South Wales
-34.2384,140.56131,Monash,Berri and Barmera,South Australia
-37.88333,145.4,Monbulk,Yarra Ranges,Victoria
-26.21191,152.68245,Monkland,Gympie Regional Council,Queensland
-37.81667,145.35,Montrose,Yarra Ranges,Victoria
-26.68164,153.11925,Mooloolaba,Sunshine Coast,Queensland
-30.20575,153.15293,Moonee Beach,Coffs Harbour,New South Wales
-30.64003,116.00365,Moora,Moora,Western Australia
-38.21667,145.11667,Moorooduc,Mornington Peninsula,Victoria
-22.00163,148.04661,Moranbah,Isaac,Queensland
-27.10876,152.94907,Morayfield,Moreton Bay,Queensland
-29.46278,149.84157,Moree,Moree Plains,New South Wales
-38.21792,145.03876,Mornington,Mornington Peninsula,Victoria
-35.9125,150.08144,Moruya,Eurobodalla,New South Wales
-38.23476,146.39499,Morwell,Latrobe,Victoria
-34.55374,150.37115,Moss Vale,Wingecarribee,New South Wales
-35.06667,138.86667,Mount Barker,Mount Barker,South Australia
-34.63084,117.66606,Mount Barker,Plantagenet Shire,Western Australia
-36.73628,147.17531,Mount Beauty,Alpine,Victoria
-37.6,143.88333,Mount Clear,Ballarat North,Victoria
-33.68333,151.11667,Mount Colah,Hornsby Shire,New South Wales
-35.34685,138.62032,Mount Compass,Alexandrina,South Australia
-37.83333,145.36667,Mount Dandenong,Yarra Ranges,Victoria
-33.76667,150.81667,Mount Druitt,Blacktown,New South Wales
-38.18333,145.08333,Mount Eliza,Mornington Peninsula,Victoria
-37.78333,145.38333,Mount Evelyn,Yarra Ranges,Victoria
-37.8318,140.77919,Mount Gambier,Mount Gambier,South Australia
-31.87606,116.21025,Mount Helena,Mundaring,Western Australia
-20.72523,139.49727,Mount Isa,Mount Isa,Queensland
-34.41889,150.85417,Mount Keira,Wollongong,New South Wales
-38.26667,145.01667,Mount Martha,Mornington Peninsula,Victoria
-27.9643,153.27198,Mount Nathan,Gold Coast,Queensland
-34.9629,138.65664,Mount Osmond,Burnside,South Australia
-37.58333,143.86667,Mount Pleasant,Ballarat,Victoria
-34.44333,150.87222,Mount Saint Thomas,Wollongong,New South Wales
-32.59426,149.5871,Mudgee,Mid-Western Regional,New South Wales
-33.838,150.64963,Mulgoa,Penrith Municipality,New South Wales
-35.99161,146.00114,Mulwala,Corowa Shire,New South Wales
-31.9021,116.16757,Mundaring,Mundaring,Western Australia
-32.29217,115.98564,Mundijong,Serpentine-Jarrahdale,Western Australia
-36.36667,140.68333,Mundulla,Tatiara,South Australia
-35.11986,139.27345,Murray Bridge,Murray Bridge,South Australia
-27.26733,153.01053,Murrumba Downs,Moreton Bay,Queensland
-34.97199,149.02985,Murrumbateman,Yass Valley,New South Wales
-37.89023,145.07112,Murrumbeena,Glen Eira,Victoria
-28.32732,153.39339,Murwillumbah,Tweed,New South Wales
-32.26118,150.89009,Muswellbrook,Muswellbrook,New South Wales
-32.09837,152.37627,Nabiac,Great Lakes,New South Wales
-35.0345,138.91154,Nairne,Mount Barker,South Australia
-26.62613,152.95941,Nambour,Sunshine Coast,Queensland
-30.63333,152.98333,Nambucca,Nambucca Shire,New South Wales
-30.13333,153.01667,Nana Glen,Coffs Harbour,New South Wales
-36.95785,140.7383,Naracoorte,Naracoorte and Lucindale,South Australia
-27.20338,152.95923,Narangba,Moreton Bay,Queensland
-33.4,151.35,Narara,Gosford Shire,New South Wales
-34.03333,150.73333,Narellan,Camden,New South Wales
-34.04974,150.74392,Narellan Vale,Camden,New South Wales
-36.22101,150.13062,Narooma,Eurobodalla,New South Wales
-30.32612,149.78371,Narrabri,Narrabri,New South Wales
-34.74752,146.55096,Narrandera,Narrandera,New South Wales
-33.75519,151.27659,Narraweena,Warringah,New South Wales
-37.98333,145.31667,Narre Warren North,Casey,Victoria
-32.93282,117.17763,Narrogin,Narrogin,Western Australia
-32.23121,148.24052,Narromine,Narromine,New South Wales
-27.55888,153.0623,Nathan,Brisbane,Queensland
-32.72043,152.14398,Nelson Bay,Port Stephens Shire,New South Wales
-27.98941,153.33633,Nerang,Gold Coast,Queensland
-42.78261,147.0587,New Norfolk,Derwent Valley,Tasmania
-42.85758,147.30869,New Town,Hobart,Tasmania
-37.55846,143.82485,Newington,Ballarat North,Victoria
-23.35644,119.73553,Newman,East Pilbara,Western Australia
-41.39714,147.13127,Newnham,Launceston,Tasmania
-41.43333,147.16667,Newstead,Launceston,Tasmania
-12.18652,136.78201,Nhulunbuy,East Arnhem,Northern Territory
-20.74558,116.7954,Nickol,Roebourne,Western Australia
-12.38299,130.8517,Nightcliff,Darwin,Northern Territory
-28.59726,153.22254,Nimbin,Lismore Municipality,New South Wales
-35.18209,138.50138,Noarlunga,Onkaparinga,South Australia
-35.1504,138.50395,Noarlunga Downs,Onkaparinga,South Australia
-26.39433,153.0901,Noosa Heads,Sunshine Coast,Queensland
-26.4,153.06667,Noosaville,Sunshine Coast,Queensland
-33.26785,151.55352,Noraville,Wyong Shire,New South Wales
-35.44781,138.31495,Normanville,Yankalilla,South Australia
-27.60392,152.79485,North Booval,Ipswich,Queensland
-33.75944,151.09248,North Epping,Hornsby Shire,New South Wales
-31.6368,152.81357,North Haven,Port Macquarie-Hastings,New South Wales
-32.90605,151.70574,North Lambton,Newcastle,New South Wales
-27.76759,153.01646,North Maclean,Logan,Queensland
-33.79677,151.12436,North Ryde,Ryde,New South Wales
-31.40237,152.90185,North Shore,Port Macquarie-Hastings,New South Wales
-33.71313,151.14638,North Turramurra,City of Sydney,New South Wales
-33.70531,151.12278,North Wahroonga,Ku-ring-gai,New South Wales
-37.72924,145.21574,North Warrandyte,Nillumbik,Victoria
-38.6,145.6,North Wonthaggi,Bass Coast,Victoria
-31.64932,116.67423,Northam,Northam,Western Australia
-28.34994,114.63821,Northampton,Northampton Shire,Western Australia
-34.88422,150.60036,Nowra,Shoalhaven Shire,New South Wales
-33.85696,121.87499,Nulsen,Esperance Shire,Western Australia
-34.46825,138.99767,Nuriootpa,Barossa,South Australia
-31.56088,147.18816,Nyngan,Bogan,New South Wales
-34.9834,138.84528,Oakbank,Adelaide Hills,South Australia
-34.0793,150.5132,Oakdale,Wollondilly,New South Wales
-27.43305,151.72063,Oakey,Toowoomba,Queensland
-32.20094,115.93391,Oakford,Serpentine-Jarrahdale,Western Australia
-33.70398,149.85915,Oberon,Oberon,New South Wales
-38.05916,145.40947,Officer,Cardinia,Victoria
-38.0863,145.40208,Officer South,Cardinia,Victoria
-31.9694,152.58807,Old Bar,Greater Taree,New South Wales
-42.77758,147.26659,Old Beach,Brighton,Tasmania
-37.85,145.36667,Olinda,Yarra Ranges,Victoria
-27.62902,152.73768,One Mile,Ipswich,Queensland
-34.7,138.76667,One Tree Hill,Playford,South Australia
-33.28397,149.10018,Orange,Orange Municipality,New South Wales
-32.2333,115.82227,Orelia,Kwinana,Western Australia
-27.79653,153.2567,Ormeau Hills,Gold Coast,Queensland
-31.90066,115.81083,Osborne Park,Stirling,Western Australia
-35.07087,142.32034,Ouyen,Mildura Shire,Victoria
-27.89033,153.31309,Oxenford,Gold Coast,Queensland
-33.95687,151.03191,Padstow,Bankstown,New South Wales
-38.13333,145.51667,Pakenham South,Cardinia,Victoria
-38.01667,145.51667,Pakenham Upper,Cardinia,Victoria
-33.59664,151.32384,Palm Beach,Pittwater,New South Wales
-16.75,145.66667,Palm Cove,Cairns,Queensland
-12.48602,130.9833,Palmerston,Palmerston,Northern Territory
-32.04502,115.78589,Palmyra,Melville,Western Australia
-33.8178,151.00348,Paramatta,Parramatta,New South Wales
-37.77688,145.21463,Park Orchards,Manningham,Victoria
-27.72707,153.0332,Park Ridge South,Logan,Queensland
-31.87472,116.138,Parkerville,Mundaring,Western Australia
-33.1372,148.1759,Parkes,Parkes,New South Wales
-32.25784,115.82208,Parmelia,Kwinana,Western Australia
-38.06934,145.14327,Patterson Lakes,Kingston,Victoria
-32.72387,148.19052,Peak Hill,Parkes,New South Wales
-31.66667,116.01667,Pearce,Swan,Western Australia
-34.44311,116.03689,Pemberton,Manjimup,Western Australia
-41.12258,146.07318,Penguin,Central Coast,Tasmania
-33.73783,151.07216,Pennant Hills,Hornsby Shire,New South Wales
-37.3752,140.83678,Penola,Wattle Range,South Australia
-33.75,150.7,Penrith,Penrith Municipality,New South Wales
-26.48801,153.07577,Peregian Springs,Sunshine Coast,Queensland
-41.57231,147.17096,Perth,Northern Midlands,Tasmania
-33.48741,149.54642,Perthville,Bathurst Regional,New South Wales
-32.97205,138.84073,Peterborough,Peterborough,South Australia
-31.13333,150.85,Phillip,Tamworth Municipality,New South Wales
-38.48349,145.23102,Phillip Island,Bass Coast,Victoria
-34.16995,150.61168,Picton,Wollondilly,New South Wales
-32.6298,115.87351,Pinjarra,Murray,Western Australia
-33.58718,150.85857,Pitt Town,Hawkesbury,New South Wales
-37.66667,145.11667,Plenty,Nillumbik,Victoria
-33.44378,151.32732,Point Clare,Gosford Shire,New South Wales
-32.49597,137.77281,Port Augusta,Port Augusta,South Australia
-32.48611,137.75833,Port Augusta West,Port Augusta,South Australia
-29.28333,114.91667,Port Denison,Irwin,Western Australia
-16.48383,145.46725,Port Douglas,Cairns,Queensland
-35.52998,138.67806,Port Elliot,Alexandrina,South Australia
-38.38535,142.2371,Port Fairy,Moyne,Victoria
-20.31215,118.61059,Port Hedland,Port Hedland,Western Australia
-34.4818,150.9012,Port Kembla,Wollongong,New South Wales
-32.37342,115.7515,Port Kennedy,Rockingham,Western Australia
-34.72625,135.87442,Port Lincoln,Port Lincoln,South Australia
-31.43084,152.90894,Port Macquarie,Port Macquarie-Hastings,New South Wales
-37.83961,144.94228,Port Melbourne,Port Phillip,Victoria
-33.19176,138.01746,Port Pirie,Port Pirie City and Dists,South Australia
-41.16652,146.55283,Port Sorell,Latrobe,Tasmania
-32.71314,152.06623,Port Stephens,Port Stephens Shire,New South Wales
-34.49722,137.48534,Port Victoria,Yorke Peninsula,South Australia
-33.35709,149.98148,Portland,Lithgow,New South Wales
-38.3462,141.60257,Portland,Glenelg,Victoria
-28.38853,153.56564,Pottsville Beach,Tweed,New South Wales
-20.4011,148.5802,Proserpine,Whitsunday,Queensland
-34.88241,138.5933,Prospect,Prospect,South Australia
-27.52283,152.88651,Pullenvale,Brisbane,Queensland
-33.74386,151.14188,Pymble,City of Sydney,New South Wales
-35.35493,149.232,Queanbeyan,Queanbeyan,New South Wales
-38.26789,144.66193,Queenscliff,Queenscliffe,Victoria
-42.0805,145.55646,Queenstown,West Coast,Tasmania
-33.6356,115.14899,Quindalup,Busselton,Western Australia
-31.50763,150.67902,Quirindi,Liverpool Plains,New South Wales
-32.34676,138.04176,Quorn,Flinders Ranges,South Australia
-25.90432,153.09174,Rainbow Beach,Gympie Regional Council,Queensland
-27.58318,151.97997,Rangeville,Toowoomba,Queensland
-33.03773,151.58443,Rathmines,Lake Macquarie Shire,New South Wales
-17.60758,145.48091,Ravenshoe,Tablelands,Queensland
-33.58303,120.04688,Ravensthorpe,Ravensthorpe,Western Australia
-32.73333,151.61667,Raworth,Maitland Municipality,New South Wales
-32.75,151.75,Raymond Terrace,Port Stephens Shire,New South Wales
-20.31667,148.5,Red Hill,Whitsunday,Queensland
-27.6,152.86667,Redbank,Ipswich,Queensland
-27.64613,152.85965,Redbank Plains,Ipswich,Queensland
-27.6113,153.30022,Redland Bay,Redland,Queensland
-16.88333,145.7,Redlynch,Cairns,Queensland
-33.88333,151.01667,Regents Park,Bankstown,New South Wales
-34.17702,140.74697,Renmark,Renmark Paringa,South Australia
-34.16531,140.7097,Renmark West,Renmark Paringa,South Australia
-37.71667,145,Reservoir,Darebin,Victoria
-35.09372,138.53082,Reynella,Onkaparinga,South Australia
-27.59616,152.95321,Richlands,Brisbane,Queensland
-33.59956,150.75142,Richmond,Hawkesbury,New South Wales
-31.6615,115.72261,Ridgewood,Wanneroo,Western Australia
-33.68333,150.86667,Riverstone,Blacktown,New South Wales
-27.6,152.85,Riverview,Ipswich,Queensland
-27.56583,153.05738,Robertson,Brisbane,Queensland
-27.59521,153.12332,Rochedale South,Logan,Queensland
-37.73353,144.67003,Rockbank,Melton,Victoria
-23.38032,150.50595,Rockhampton,Rockhampton,Queensland
-27.53917,153.00402,Rocklea,Brisbane,Queensland
-20.77229,117.14648,Roebourne,Roebourne,Western Australia
-42.89875,147.44917,Rokeby,Clarence,Tasmania
-26.56741,148.78751,Roma,Maranoa,Queensland
-41.77941,145.53825,Rosebery,West Coast,Tasmania
-38.35542,144.9068,Rosebud,Mornington Peninsula,Victoria
-38.36444,144.87748,Rosebud West,Mornington Peninsula,Victoria
-34.53397,138.75023,Roseworthy,Light,South Australia
-33.68207,150.9154,Rouse Hill,Blacktown,New South Wales
-37.93333,145.23333,Rowville,Knox,Victoria
-30.56305,136.89546,Roxby Downs,Roxby Downs,South Australia
-32.71667,151.53333,Rutherford,Maitland Municipality,New South Wales
-27.61251,152.74577,Sadliers Crossing,Ipswich,Queensland
-38.31535,145.00027,Safety Beach,Mornington Peninsula,Victoria
-37.60151,145.27235,Saint Andrews,Nillumbik,Victoria
-38.11095,147.06802,Sale,Wellington,Victoria
-34.76667,138.63333,Salisbury,Salisbury,South Australia
-27.3727,152.86699,Samford Valley,Moreton Bay,Queensland
-32.06996,115.7977,Samson,Fremantle,Western Australia
-42.93333,147.5,Sandford,Clarence,Tasmania
-27.32198,153.06951,Sandgate,Brisbane,Queensland
-38.081,145.20767,Sandhurst,Frankston,Victoria
-21.4191,149.21677,Sarina,Mackay,Queensland
-33.6045,150.88314,Scheyville,Hawkesbury,New South Wales
-37.9,145.23333,Scoresby,Knox,Victoria
-41.1578,147.51727,Scottsdale,Dorset,Tasmania
-35.02983,138.53129,Seacliff Park,Holdfast Bay,South Australia
-37.864,144.84504,Seaholme,Hobsons Bay,Victoria
-37.58532,143.83953,Sebastopol,Ballarat North,Victoria
-32.40589,115.75852,Secret Harbour,Rockingham,Western Australia
-32.36051,115.97723,Serpentine,Serpentine-Jarrahdale,Western Australia
-27.5507,152.95896,Seventeen Mile Rocks,Brisbane,Queensland
-32.13645,115.98905,Seville Grove,Armadale,Western Australia
-24.87593,152.26994,Sharon,Bundaberg,Queensland
-41.39947,146.33897,Sheffield,Kentish,Tasmania
-36.38047,145.39867,Shepparton,Greater Shepparton,Victoria
-27.32759,153.08161,Shorncliffe,Brisbane,Queensland
-27.62126,152.78768,Silkstone,Ipswich,Queensland
-31.74261,115.80633,Sinagra,Wanneroo,Western Australia
-32.56742,151.16603,Singleton,Singleton,New South Wales
-32.44403,115.75725,Singleton,Rockingham,Western Australia
-27.65,153.15,Slacks Creek,Logan,Queensland
-34.68333,138.68333,Smithfield,Playford,South Australia
-40.84587,145.12498,Smithton,Circular Head,Tasmania
-37.54962,143.85872,Soldiers Hill,Ballarat North,Victoria
-33.2,138.03333,Solomontown,Port Pirie City and Dists,South Australia
-38.4,145.16667,Somers,Mornington Peninsula,Victoria
-38.21667,145.16667,Somerville,Mornington Peninsula,Victoria
-42.78161,147.56267,Sorell,Sorell,Tasmania
-29.7076,152.92627,South Grafton,Clarence Valley,New South Wales
-31.9122,115.96825,South Guildford,Swan,Western Australia
-37.83018,144.8709,South Kingsville,Hobsons Bay,Victoria
-32.11125,115.83873,South Lake,City of Cockburn,Western Australia
-31.11,150.92254,South Tamworth,Tamworth Municipality,New South Wales
-33.74941,151.11257,South Turramurra,Ku-ring-gai,New South Wales
-33.61808,150.80443,South Windsor,Hawkesbury,New South Wales
-32.5851,115.78015,South Yunderup,Murray,Western Australia
-32.10658,115.95896,Southern River,Gosnells,Western Australia
-27.96724,153.39796,Southport,Gold Coast,Queensland
-27.65365,152.91716,Springfield,Ipswich,Queensland
